id,input_text,generated_fopl,status,timestamp
861,"A fan circulates air, while an air conditioner cools air but doesn't primarily circulate it.","∃x ((Circulates(x,air) ∧ AirConditioner(x)) ∧ (Cools(x,air) ∧ ¬PrimarilyCirculates(x,air)))",success,2025-12-15T15:14:10.320129+00:00
862,"A gardener cultivates flowers, shrubs, and trees in a garden.","∃x ∃g (((Cultivates(x,y) ∧ Cultivates(x,z)) ∧ Cultivates(x,w)) ∧ (((Flower(y) ∧ Shrub(z)) ∧ Tree(w)) ∧ Garden(g)))",success,2025-12-15T15:14:18.613852+00:00
863,A beverage is alcoholic if it contains ethanol and has a percentage of alcohol content.,"∀x ((Contains(x,Ethanol) ∧ HasAlcoholContent(x)) → Alcoholic(x))",success,2025-12-15T15:14:22.610258+00:00
864,"Lions hunt, koalas sleep, and hummingbirds hover.",(((Lion(x) ∧ Hunt(x)) ∧ (Koala(y) ∧ Sleep(y))) ∧ (Hummingbird(z) ∧ Hover(z))),success,2025-12-15T15:14:28.343427+00:00
865,"A student graduates with honors if they maintain a high GPA, complete a specific number of credit hours, and participate in extracurricular activities.",∀x (((MaintainsHighGPA(x) ∧ CompletesCreditHours(x)) ∧ ParticipatesInExtracurriculars(x)) → GraduatesWithHonors(x)),success,2025-12-15T15:14:32.846631+00:00
866,A shape with four sides and all angles equal to 90 degrees is a rectangle.,∀x ((HasFourSides(x) ∧ AllAnglesEqualTo90(x)) → Rectangle(x)),success,2025-12-15T15:14:36.209868+00:00
867,"Rainy weather can cause slippery roads, while sunny weather can dry them.",((RainyWeather(x) → SlipperyRoads(x)) ∧ (SunnyWeather(x) → DryRoads(x))),success,2025-12-15T15:14:39.810382+00:00
868,"A smartphone has a touchscreen display, internet access, and the ability to download apps.",∀x (Smartphone(x) → ((HasTouchscreenDisplay(x) ∧ HasInternetAccess(x)) ∧ CanDownloadApps(x))),success,2025-12-15T15:14:43.907300+00:00
869,"A healthy lifestyle involves regular physical activity, a balanced diet, and sufficient sleep.","(HealthyLifestyle(x) → ((Involves(x,RegularPhysicalActivity) ∧ Involves(x,BalancedDiet)) ∧ Involves(x,SufficientSleep)))",success,2025-12-15T15:14:48.823885+00:00
870,A train is considered punctual if it consistently arrives and departs on schedule.,∀x ((ArrivesOnSchedule(x) ∧ DepartsOnSchedule(x)) → ConsideredPunctual(x)),success,2025-12-15T15:14:53.429114+00:00
871,A camera captures an image of an object by focusing light onto a sensor.,"(Captures(c,i,o) ∧ Focusing(c,l,s))",success,2025-12-15T15:14:57.526681+00:00
872,"A type of writing system that uses symbols to represent sounds or words, and can be written horizontally or vertically, is classified as a script.",∀x ((((WritingSystem(x) ∧ UsesSymbols(x)) ∧ RepresentsSoundsOrWords(x)) ∧ CanBeWrittenHorizontallyOrVertically(x)) → ClassifiedAsScript(x)),success,2025-12-15T15:15:02.136047+00:00
873,"When a volcano erupts, it can cause destruction, emit smoke and ash, and change the surrounding environment.",(VolcanoErupts(x) → ((CanCauseDestruction(x) ∧ EmitSmokeAndAsh(x)) ∧ ChangeSurroundingEnvironment(x))),success,2025-12-15T15:15:06.639569+00:00
874,A square is a rectangle with all sides having equal length.,(Square(x) → (Rectangle(x) ∧ HasEqualSides(x))),success,2025-12-15T15:15:10.326465+00:00
875,A painting is valuable if it is made by a famous artist.,"∀x ∃y (MadeBy(x,y) → Valuable(x))",success,2025-12-15T15:15:14.350587+00:00
876,"A mountain with an elevation above 8,000 meters and permanent snow is considered part of the ""eight-thousander"" group.","∀x ((Above(Elevation(x),8000) ∧ PermanentSnow(x)) → PartOf(x,EightThousanderGroup))",success,2025-12-15T15:15:18.109543+00:00
877,A mountain has a peak and slopes.,∀x (Mountain(x) → (HasPeak(x) ∧ HasSlopes(x))),success,2025-12-15T15:15:21.897775+00:00
878,"In a desert ecosystem, cacti store water in their thick stems, and camouflaged animals blend in with their surroundings to avoid predators.",(∀x ((Cactus(x) ∧ StoresWater(x)) ∧ ThickStem(x)) ∧ ∀y (((CamouflagedAnimal(y) ∧ BlendsIn(y)) ∧ Surroundings(y)) ∧ AvoidsPredators(y))),success,2025-12-15T15:15:28.867423+00:00
879,All planets in the Solar System orbit around the sun.,"∀x ((Planet(x) ∧ InSolarSystem(x)) → OrbitsAround(x,Sun))",success,2025-12-15T15:15:31.831786+00:00
880,"Students learn from teachers by attending lectures, participating in discussions, or completing assignments.","∀x (Student(x) → ((AttendsLecture(x,y) ∨ ParticipatesInDiscussion(x,y)) ∨ CompletesAssignment(x,y)))",success,2025-12-15T15:15:36.337450+00:00
881,A parent is a legal guardian of a child.,"∀y ∀x (Parent(x) → LegalGuardian(x,y))",success,2025-12-15T15:15:40.329472+00:00
882,"A chef prepares and cooks meals, while a server takes orders and delivers food to customers.","∀x ((Prepares(x,y) ∧ Cooks(x,y)) ∧ (TakesOrders(z,w) ∧ DeliversFood(z,w)))",success,2025-12-15T15:15:45.654226+00:00
883,A flashlight emits light when turned on.,∀x (Flashlight(x) ∧ (TurnedOn(x) → EmitsLight(x))),success,2025-12-15T15:15:49.136740+00:00
884,"A runner participates in sprints, marathons, or relays.","(Runner(x) ∧ ((ParticipatesIn(x,Sprints) ∨ ParticipatesIn(x,Marathons)) ∨ ParticipatesIn(x,Relays)))",success,2025-12-15T15:15:52.926262+00:00
885,"A museum displays artifacts, educates visitors, and organizes guided tours.","∃x (Museum(x) ∧ ((Displays(x,y) ∧ Educates(x,z)) ∧ Organizes(x,w)))",success,2025-12-15T15:15:57.943072+00:00
886,"A game played with a ball, where two teams attempt to score points by throwing the ball through a hoop mounted at a specific height, is basketball.","(((((PlayedWith(x,Ball) ∧ TwoTeams(x)) ∧ AttemptToScore(x)) ∧ Throwing(Ball,Hoop)) ∧ MountedAtHeight(Hoop,SpecificHeight)) → Is(x,Basketball))",success,2025-12-15T15:16:03.784322+00:00
887,A fruit that is ripe or overripe is suitable for making a smoothie.,∀x ((Ripe(x) ∨ Overripe(x)) → SuitableForMakingSmoothie(x)),success,2025-12-15T15:16:08.285761+00:00
888,Metals are good conductors of heat and electricity.,∀x (Metal(x) → (GoodConductorOfHeat(x) ∧ GoodConductorOfElectricity(x))),success,2025-12-15T15:16:11.977394+00:00
889,A computer is portable if it is lightweight and has a built-in battery.,∀x ((Lightweight(x) ∧ HasBuiltInBattery(x)) → Portable(x)),success,2025-12-15T15:16:16.272202+00:00
890,"A car has an engine, wheels, and a chassis, can be powered by gasoline, diesel, or electricity, and serves purposes like transportation, racing, or off-roading.",∃x ((((HasEngine(x) ∧ HasWheels(x)) ∧ HasChassis(x)) ∧ ((PoweredByGasoline(x) ∨ PoweredByDiesel(x)) ∨ PoweredByElectricity(x))) ∧ ((ServesPurposeTransportation(x) ∨ ServesPurposeRacing(x)) ∨ ServesPurposeOffRoading(x))),success,2025-12-15T15:16:25.899148+00:00
891,An event is exclusive if it is invite-only or requires a membership.,∀x ((InviteOnly(x) ∨ RequiresMembership(x)) → Exclusive(x)),success,2025-12-15T15:16:29.690416+00:00
892,"Frogs live on land and in water, whereas snakes live on land but not in water.",((LiveOnLand(x) ∧ LiveInWater(x)) ∧ (LiveOnLand(y) ∧ ¬LiveInWater(y))),success,2025-12-15T15:16:34.706783+00:00
893,"In a courtroom, a judge hears cases and makes decisions based on evidence and laws.","∃j ∃c ((((Judge(j) ∧ Hears(j,c)) ∧ MakesDecision(j,e,l)) ∧ Evidence(e)) ∧ Law(l))",success,2025-12-15T15:16:40.336790+00:00
894,Telescopes enable astronomers to observe distant celestial objects and study the universe.,"((((Telescope(x) ∧ Astronomer(y)) ∧ Observe(y,x)) ∧ (DistantCelestialObject(x) ∧ Study(y,Universe))) → Observe(y,x))",success,2025-12-15T15:16:46.890070+00:00
895,"An ecosystem thrives when it contains diverse species, possesses a stable food chain, and has a balanced climate.",(((ContainsDiverseSpecies(x) ∧ PossessesStableFoodChain(x)) ∧ HasBalancedClimate(x)) → Thrives(x)),success,2025-12-15T15:16:50.577761+00:00
896,"Lions are carnivores, cows are herbivores, and humans are omnivores.",((Carnivore(Lions) ∧ Herbivore(Cows)) ∧ Omnivore(Humans)),success,2025-12-15T15:16:54.672178+00:00
897,"An area is considered a wetland if it is saturated with water, supports aquatic plants, and provides habitat for a diverse range of wildlife.",(((SaturatedWithWater(x) ∧ SupportsAquaticPlants(x)) ∧ ProvidesHabitatForDiverseWildlife(x)) → Wetland(x)),success,2025-12-15T15:16:58.153422+00:00
898,A smartphone can communicate with other devices by connecting to Wi-Fi or using Bluetooth technology.,"∀x ∃y (CanCommunicate(x) ∧ (ConnectsToWiFi(x,y) ∨ UsesBluetooth(x,y)))",success,2025-12-15T15:17:02.892202+00:00
899,"An animal thrives in a habitat when it has access to food sources, encounters minimal threats, and reproduces successfully.","∀x (Animal(x) → ((AccessToFood(x,y) ∧ MinimalThreats(x,y)) ∧ ReproducesSuccessfully(x)))",success,2025-12-15T15:17:08.803158+00:00
900,A novel is a written work of fiction with a connected narrative and well-developed characters.,(Novel(x) → (((WrittenWork(x) ∧ Fiction(x)) ∧ ConnectedNarrative(x)) ∧ WellDevelopedCharacters(x))),success,2025-12-15T15:17:13.719045+00:00
901,An object is a polygon if it has at least three sides.,,no_formula,2025-12-15T15:17:18.441102+00:00
902,A flower is a perennial if it lives for more than two years.,"∀x (Flower(x) → GreaterThan(x,2))",success,2025-12-15T15:17:21.916985+00:00
903,"A shape can be a square or a circle, but it can't be both simultaneously.",((Shape(x) ∧ (Square(x) ∨ Circle(x))) ∧ ¬(Square(x) ∧ Circle(x))),success,2025-12-15T15:17:25.701082+00:00
904,"A mammal lays eggs if it is a monotreme, while other mammals give birth to live young.",∀x ((Monotreme(x) → LaysEggs(x)) ∧ (¬Monotreme(x) → GivesBirthToLiveYoung(x))),success,2025-12-15T15:17:30.001164+00:00
905,"A well-planned city has efficient public transportation, ample green spaces, and a diverse range of housing options for its residents.",(WellPlannedCity(x) → ((EfficientPublicTransportation(x) ∧ AmpleGreenSpaces(x)) ∧ DiverseHousingOptions(x))),success,2025-12-15T15:17:34.199717+00:00
906,"Artists create paintings or sculptures, but not both at the same time.","∀x (((Artist(x) ∧ Creates(x,y)) → (Painting(y) ∨ Sculpture(y))) ∧ ¬(Painting(y) ∧ Sculpture(y)))",success,2025-12-15T15:17:41.676427+00:00
907,Some buildings are tall and have a rooftop garden.,∃x (Building(x) ∧ (Tall(x) ∧ RooftopGarden(x))),success,2025-12-15T15:17:45.259103+00:00
908,A piece of clothing that is made of wool is appropriate for winter or cool weather.,"∀x ((Clothing(x) ∧ MadeOf(x,Wool)) → (AppropriateFor(x,Winter) ∨ AppropriateFor(x,CoolWeather)))",success,2025-12-15T15:17:49.969335+00:00
909,A vehicle is classified as a truck if it is designed for transporting cargo and has a separate compartment for the driver.,∀x ((DesignedForTransportingCargo(x) ∧ HasSeparateCompartmentForDriver(x)) → Vehicle(x)),success,2025-12-15T15:17:53.638989+00:00
910,A pilot flies an airplane to a destination.,"(((Pilot(x) ∧ Airplane(y)) ∧ Destination(z)) ∧ Flies(x,y,z))",success,2025-12-15T15:17:58.264790+00:00
911,"A species becomes endangered when its population declines rapidly, and it faces a high risk of extinction.",∃s (Species(s) ∧ (DeclinesRapidly(p) → HighRiskOfExtinction(s))),success,2025-12-15T15:18:03.148830+00:00
912,"An artwork is considered valuable if it was created by a renowned artist, is in good condition, and has historical or cultural significance.","∀x (((CreatedBy(x,y) ∧ GoodCondition(x)) ∧ (HistoricalSignificance(x) ∨ CulturalSignificance(x))) → Valuable(x))",success,2025-12-15T15:18:09.938384+00:00
913,Whales breathe air.,"∀x (Whale(x) ∧ Breathe(x,Air))",success,2025-12-15T15:18:13.009971+00:00
914,Books can be borrowed from a library if they are not reserved by another patron.,"∀x ∃y (¬Reserved(x,y) → BorrowedFrom(x,Library))",success,2025-12-15T15:18:17.617644+00:00
915,"A planet is deemed habitable if it resides within the habitable zone of its star, has a stable atmosphere, and possesses a surface with liquid water.","∀p (((ResidesInHabitableZone(p,s) ∧ HasStableAtmosphere(p)) ∧ HasLiquidWaterSurface(p)) → DeemedHabitable(p))",success,2025-12-15T15:18:23.968094+00:00
916,An animal is a mammal if it has hair or fur and gives birth to live offspring.,∀x ((HasHairOrFur(x) ∧ GivesBirthToLiveOffspring(x)) → Mammal(x)),success,2025-12-15T15:18:27.960123+00:00
917,A book is written by an author and has pages.,"(Book(x) ∧ (WrittenBy(x,y) ∧ HasPages(x)))",success,2025-12-15T15:18:32.362841+00:00
918,Wind turbines generate electricity by converting the kinetic energy of wind into mechanical energy.,"∃x (Generates(x,Electricity) ∧ Converts(x,KineticEnergy,MechanicalEnergy))",success,2025-12-15T15:18:35.948392+00:00
919,A mobile application that offers personalized fitness plans and tracks progress motivates users to maintain an active lifestyle and achieve their goals.,∀app (((MobileApplication(app) ∧ OffersPersonalizedFitnessPlans(app)) ∧ TracksProgress(app)) → MotivatesUsers(app)),success,2025-12-15T15:18:43.192212+00:00
920,"A computer algorithm that can learn from data, improve its performance over time, and make predictions or decisions is called a machine learning algorithm.",((ComputerAlgorithm(x) → ((CanLearnFromData(x) ∧ ImprovesPerformanceOverTime(x)) ∧ MakesPredictionsOrDecisions(x))) ↔ MachineLearningAlgorithm(x)),success,2025-12-15T15:18:47.109122+00:00
921,An appliance can be considered efficient if it conserves electricity or water.,∀x ((ConservesElectricity(x) ∨ ConservesWater(x)) → Efficient(x)),success,2025-12-15T15:18:51.818660+00:00
922,"A type of clothing that is worn around the neck and is typically made of a long, narrow piece of fabric, such as silk or cotton, is a scarf.","∀x ((WornAroundNeck(x) ∨ MadeOf(x,Fabric)) → Scarf(x))",success,2025-12-15T15:18:57.248457+00:00
923,A smartphone with a durable build and water-resistant features can withstand daily wear and tear better.,"∀x ((DurableBuild(x) ∧ WaterResistantFeatures(x)) → CanWithstand(x,DailyWearAndTear))",success,2025-12-15T15:19:02.982027+00:00
924,Planets orbit around stars due to the gravitational force between them.,"∀x ((Planet(x) ∧ Star(y)) ∧ (GravitationalForce(x,y) → Orbit(x,y)))",success,2025-12-15T15:19:07.472333+00:00
925,"If an animal is an insect, it has six legs and a three-part body.",∀x (Insect(x) → (HasSixLegs(x) ∧ HasThreePartBody(x))),success,2025-12-15T15:19:11.687184+00:00
926,An object submerged in water is buoyant if it has a lower density than water and a shape that allows it to displace water.,"∀x (SubmergedInWater(x) → ((DensityLowerThan(density_x,density_water) ∧ ShapeAllowsDisplacement(x)) → Buoyant(x)))",success,2025-12-15T15:19:17.936221+00:00
927,"A student x will receive a scholarship from university y if they have an excellent academic record, participate in extracurricular activities, and submit a compelling application.","∀y ∀x (((ExcellentAcademicRecord(x) ∧ ParticipatesInExtracurricularActivities(x)) ∧ SubmitsCompellingApplication(x)) → ReceivesScholarship(x,y))",success,2025-12-15T15:19:22.848584+00:00
928,"An electronic device is wireless if it communicates or transfers data without the need for physical connections, such as cables or wires.",∀x (ElectronicDevice(x) → ((Communicates(x) ∧ TransfersData(x)) → WithoutPhysicalConnections(x))),success,2025-12-15T15:19:27.660888+00:00
929,Apples fall from trees when they are ripe.,"∃y ∃x ((Apple(x) ∧ Tree(y)) ∧ (Ripe(x) → FallsFrom(x,y)))",success,2025-12-15T15:19:32.780702+00:00
930,A watch that is waterproof and has a built-in GPS system is useful for outdoor enthusiasts and athletes.,(((Waterproof(x) ∧ HasGPS(x)) ∧ Useful(x)) → (OutdoorEnthusiast(y) ∨ Athlete(z))),success,2025-12-15T15:19:37.510727+00:00
