id,nl,fopl_input,fopl_output,status,timestamp
898,A smartphone can communicate with other devices by connecting to Wi-Fi or using Bluetooth technology.,"∀x∀y (Smartphone(x) ∧ Device(y) ∧ (ConnectsToWiFi(x) ∨ UsesBluetooth(x)) → CanCommunicateWith(x, y))","∀x∀y (Smartphone(x) ∧ Device(y) ∧ (ConnectsToWiFi(x) ∨ UsesBluetooth(x)) → CanCommunicateWith(x, y))",success,2026-03-26T05:03:20.371226+00:00
899,"An animal thrives in a habitat when it has access to food sources, encounters minimal threats, and reproduces successfully.",∀x (Animal(x) ∧ AccessToFood(x) ∧ MinimalThreats(x) ∧ SuccessfulReproduction(x) → ThrivesInHabitat(x)),∀x (Animal(x) ∧ AccessToFood(x) ∧ MinimalThreats(x) ∧ SuccessfulReproduction(x) → ThrivesInHabitat(x)),success,2026-03-26T05:03:20.789599+00:00
900,A novel is a written work of fiction with a connected narrative and well-developed characters.,∀x (Novel(x) ↔ (WrittenWork(x) ∧ Fiction(x) ∧ ConnectedNarrative(x) ∧ WellDevelopedCharacters(x))),∀x (Novel(x) ↔ (WrittenWork(x) ∧ Fiction(x) ∧ ConnectedNarrative(x) ∧ WellDevelopedCharacters(x))),success,2026-03-26T05:03:21.120642+00:00
901,An object is a polygon if it has at least three sides.,∀x (Polygon(x) ↔ AtLeastThreeSides(x)),∀x (Polygon(x) ∨ AtLeastThreeSides(x)),success,2026-03-26T05:03:21.495723+00:00
902,A flower is a perennial if it lives for more than two years.,∀x (Flower(x) ∧ LivesMoreThanTwoYears(x) → Perennial(x)),∀x (Flower(x) ∧ LivesMoreThanTwoYears(x) → Perennial(x)),success,2026-03-26T05:03:21.813669+00:00
903,"A shape can be a square or a circle, but it can't be both simultaneously.",∀x (Shape(x) → (Square(x) ⊕ Circle(x))),∀x (Shape(x) → (Square(x) ∨ Circle(x))),success,2026-03-26T05:03:22.322477+00:00
904,"A mammal lays eggs if it is a monotreme, while other mammals give birth to live young.",∀x (Mammal(x) ∧ Monotreme(x) → LaysEggs(x)) ∧ ∀y (Mammal(y) ∧ ¬Monotreme(y) → GivesBirthToLiveYoung(y)),∀x (Mammal(x) ∧ Monotreme(x) → LaysEggs(x)) ∧ ∀y (Mammal(y) ∧ ¬Monotreme(y) → GivesBirthToLiveYoung(y)),success,2026-03-26T05:03:22.689742+00:00
905,"A well-planned city has efficient public transportation, ample green spaces, and a diverse range of housing options for its residents.","∀x∀y (City(x) ∧ Resident(y, x) ∧ WellPlanned(x) → (EfficientPublicTransportation(x) ∧ AmpleGreenSpaces(x) ∧ DiverseHousingOptions(x, y)))","∀x∀y (City(x) ∧ Resident(y, x) ∧ WellPlanned(x) → (EfficientPublicTransportation(x) ∧ AmpleGreenSpaces(x) ∧ DiverseHousingOptions(x, y)))",success,2026-03-26T05:03:23.058998+00:00
906,"Artists create paintings or sculptures, but not both at the same time.","∀x ∀y ∀z (Artist(x) ∧ Painting(y) ∧ Sculpture(z) → (Creates(x, y) ⊕ Creates(x, z)))","∀x1 ∀x2 ∀x3 (Artist(x1) ∧ Painting(x2) ∧ Sculpture(x3) → (Creates(x1, x2) ⊕ Creates(x1, x3)))",success,2026-03-26T05:03:23.674771+00:00
907,Some buildings are tall and have a rooftop garden.,∃x (Building(x) ∧ Tall(x) ∧ RooftopGarden(x)),∃x (Building(x) ∧ Tall(x) ∨ RooftopGarden(x)),success,2026-03-26T05:03:24.081176+00:00
908,A piece of clothing that is made of wool is appropriate for winter or cool weather.,∀x (Clothing(x) ∧ MadeOfWool(x) → (AppropriateForWinter(x) ∨ AppropriateForCoolWeather(x))),∃x (Clothing(x) ∧ MadeOfWool(x) → (AppropriateForWinter(x) ∨ AppropriateForCoolWeather(x))),success,2026-03-26T05:03:24.413447+00:00
909,A vehicle is classified as a truck if it is designed for transporting cargo and has a separate compartment for the driver.,∀x (Vehicle(x) ∧ DesignedForTransportingCargo(x) ∧ SeparateCompartmentForDriver(x) → Truck(x)),∀x (Vehicle(x) ∧ DesignedForTransportingCargo(x) ∧ SeparateCompartmentForDriver(x) ∧ Truck(x)),success,2026-03-26T05:03:24.759566+00:00
910,A pilot flies an airplane to a destination.,"∀x∀y∀z (Pilot(x) ∧ Airplane(y) ∧ Destination(z) → FliesTo(x, y, z))","∀x∀y∀z (Pilot(x) ∧ Airplane(y) ∧ Destination(z) → FliesTo(x, y, z))",success,2026-03-26T05:03:25.133698+00:00
911,"A species becomes endangered when its population declines rapidly, and it faces a high risk of extinction.",∀x (Species(x) ∧ RapidPopulationDecline(x) ∧ HighRiskOfExtinction(x) → Endangered(x)),∀x (Species(x) ∧ RapidPopulationDecline(x) ∧ HighRiskOfExtinction(x) → Endangered(x)),success,2026-03-26T05:03:25.495509+00:00
912,"An artwork is considered valuable if it was created by a renowned artist, is in good condition, and has historical or cultural significance.","∀x (Artwork(x) ∧ RenownedArtist(y) ∧ CreatedBy(x, y) ∧ GoodCondition(x) ∧ (HistoricalSignificance(x) ∨ CulturalSignificance(x)) → Valuable(x))","∀x (Artwork(x) ∧ RenownedArtist(y) ∧ CreatedBy(x, y) ∧ GoodCondition(x) ∧ (HistoricalSignificance(x) ∨ CulturalSignificance(x)) → Valuable(x))",success,2026-03-26T05:03:25.906258+00:00
913,Whales breathe air.,∀x (Whale(x) → BreatheAir(x)),∃x (Whale(x) → BreatheAir(x)),success,2026-03-26T05:03:26.213741+00:00
914,Books can be borrowed from a library if they are not reserved by another patron.,"∀x ∀y (Book(x) ∧ Library(y) ∧ ¬ReservedByAnotherPatron(x) → CanBeBorrowedFrom(x, y))","∀x1 ∀x2 (Book(x1) ∧ Library(x2) ∧ ¬ReservedByAnotherPatron(x1) → CanBeBorrowedFrom(x1, x2))",success,2026-03-26T05:03:26.602127+00:00
915,"A planet is deemed habitable if it resides within the habitable zone of its star, has a stable atmosphere, and possesses a surface with liquid water.",∀x (Planet(x) ∧ ResidesInHabitableZoneOfStar(x) ∧ HasStableAtmosphere(x) ∧ PossessesSurfaceWithLiquidWater(x) → Habitable(x)),∀x (Planet(x) ∧ ResidesInHabitableZoneOfStar(x) ∧ HasStableAtmosphere(x) ∧ PossessesSurfaceWithLiquidWater(x) → Habitable(x)),success,2026-03-26T05:03:27.038819+00:00
916,An animal is a mammal if it has hair or fur and gives birth to live offspring.,∀x (Animal(x) ∧ (HasHair(x) ∨ HasFur(x)) ∧ GivesBirthToLiveOffspring(x) → Mammal(x)),∀x (Animal(x) ∧ (HasHair(x) ∨ HasFur(x)) ∧ GivesBirthToLiveOffspring(x) → Mammal(x)),success,2026-03-26T05:03:27.447953+00:00
917,A book is written by an author and has pages.,"∀x∀y (Book(x) ∧ Author(y) → (WrittenBy(x, y) ∧ HasPages(x)))","∀x∀y (Book(x) ∧ Author(y) → (WrittenBy(x, y) ∨ HasPages(x)))",success,2026-03-26T05:03:27.852478+00:00
918,Wind turbines generate electricity by converting the kinetic energy of wind into mechanical energy.,"∀x (WindTurbine(x) ∧ ConvertsKineticEnergy(x, Wind, MechanicalEnergy) → GeneratesElectricity(x))","∀x1 (WindTurbine(x1) ∧ ConvertsKineticEnergy(x1, Wind, MechanicalEnergy) → GeneratesElectricity(x1))",success,2026-03-26T05:03:28.339636+00:00
919,A mobile application that offers personalized fitness plans and tracks progress motivates users to maintain an active lifestyle and achieve their goals.,∀x∀y (MobileApplication(x) ∧ OffersPersonalizedFitnessPlans(x) ∧ TracksProgress(x) → (MotivatesUsersToMaintainActiveLifestyle(y) ∧ AchieveGoals(y))),∀x∀y (MobileApplication(x) ∧ OffersPersonalizedFitnessPlans(x) ∧ TracksProgress(x) → (MotivatesUsersToMaintainActiveLifestyle(y) ∧ AchieveGoals(y))),success,2026-03-26T05:03:28.683714+00:00
920,"A computer algorithm that can learn from data, improve its performance over time, and make predictions or decisions is called a machine learning algorithm.",∀x (ComputerAlgorithm(x) ∧ LearnsFromData(x) ∧ ImprovesPerformanceOverTime(x) ∧ MakesPredictionsOrDecisions(x) → MachineLearningAlgorithm(x)),∀x (ComputerAlgorithm(x) ∧ LearnsFromData(x) ∧ ImprovesPerformanceOverTime(x) ∧ MakesPredictionsOrDecisions(x) → MachineLearningAlgorithm(x)),success,2026-03-26T05:03:29.081501+00:00
921,An appliance can be considered efficient if it conserves electricity or water.,∀x (Appliance(x) ∧ (ConservesElectricity(x) ∨ ConservesWater(x)) → Efficient(x)),∃x (Appliance(x) ∧ (ConservesElectricity(x) ∨ ConservesWater(x)) → Efficient(x)),success,2026-03-26T05:03:29.401922+00:00
922,"A type of clothing that is worn around the neck and is typically made of a long, narrow piece of fabric, such as silk or cotton, is a scarf.",∀x (Clothing(x) ∧ WornAroundNeck(x) ∧ LongNarrowFabric(x) ∧ SilkOrCotton(x) → Scarf(x)),∀x (Clothing(x) ∧ WornAroundNeck(x) ∧ LongNarrowFabric(x) ∧ SilkOrCotton(x) ∧ Scarf(x)),success,2026-03-26T05:03:30.001856+00:00
923,A smartphone with a durable build and water-resistant features can withstand daily wear and tear better.,∀x (Smartphone(x) ∧ DurableBuildAndWaterResistantFeatures(x) → WithstandsDailyWearAndTearBetter(x)),∀x (Smartphone(x) ∧ DurableBuildAndWaterResistantFeatures(x) ∧ WithstandsDailyWearAndTearBetter(x)),success,2026-03-26T05:03:30.408997+00:00
924,Planets orbit around stars due to the gravitational force between them.,"∀x ∀y (Planet(x) ∧ Star(y) → (GravitationalForce(x, y) ∧ Orbit(x, y)))","∀x ∀y (Planet(x) ∧ Star(y) → (GravitationalForce(x, y) ∧ Orbit(x, y)))",success,2026-03-26T05:03:30.870027+00:00
925,"If an animal is an insect, it has six legs and a three-part body.",∀x (Insect(x) → (HasSixLegs(x) ∧ HasThreePartBody(x))),∀x1 (Insect(x1) → (HasSixLegs(x1) ∧ HasThreePartBody(x1))),success,2026-03-26T05:03:31.246589+00:00
926,An object submerged in water is buoyant if it has a lower density than water and a shape that allows it to displace water.,∀x (Object(x) ∧ SubmergedInWater(x) ∧ LowerDensityThanWater(x) ∧ ShapeDisplacesWater(x) → Buoyant(x)),∀x (Object(x) ∧ SubmergedInWater(x) ∧ LowerDensityThanWater(x) ∧ ShapeDisplacesWater(x) → Buoyant(x)),success,2026-03-26T05:03:31.640794+00:00
927,"A student x will receive a scholarship from university y if they have an excellent academic record, participate in extracurricular activities, and submit a compelling application.","∀x ∀y (Student(x) ∧ University(y) ∧ ExcellentAcademicRecord(x) ∧ ExtracurricularActivities(x) ∧ CompellingApplication(x) → ReceivesScholarship(x, y))","∀x ∀y (Student(x) ∧ University(y) ∧ ExcellentAcademicRecord(x) ∧ ExtracurricularActivities(x) ∧ CompellingApplication(x) ∧ ReceivesScholarship(x, y))",success,2026-03-26T05:03:32.158001+00:00
928,"An electronic device is wireless if it communicates or transfers data without the need for physical connections, such as cables or wires.",∀x (ElectronicDevice(x) ∧ CommunicatesWithoutPhysicalConnections(x) ∧ TransfersDataWithoutPhysicalConnections(x) → Wireless(x)),∀x (ElectronicDevice(x) ∧ CommunicatesWithoutPhysicalConnections(x) ∧ TransfersDataWithoutPhysicalConnections(x) → Wireless(x)),success,2026-03-26T05:03:32.564131+00:00
929,Apples fall from trees when they are ripe.,"∀x∀y (Apple(x) ∧ Tree(y) ∧ Ripe(x) → FallsFrom(x, y))","∀x∀y (Apple(x) ∧ Tree(y) ∧ Ripe(x) → FallsFrom(x, y))",success,2026-03-26T05:03:32.894999+00:00
930,A watch that is waterproof and has a built-in GPS system is useful for outdoor enthusiasts and athletes.,∀x (Watch(x) ∧ Waterproof(x) ∧ BuiltInGPS(x) → UsefulForOutdoorEnthusiastsAndAthletes(x)),∀x (Watch(x) ∧ Waterproof(x) ∧ BuiltInGPS(x) → UsefulForOutdoorEnthusiastsAndAthletes(x)),success,2026-03-26T05:03:33.373591+00:00
931,"A river flows, but a lake is still.",∀x ∀y (River(x) ∧ Lake(y) → (Flows(x) ∧ IsStill(y))),∀x1 ∀y1 (River(x1) ∧ Lake(y1) → (Flows(x1) ∧ IsStill(y1))),success,2026-03-26T05:03:33.723625+00:00
932,"A workout routine is effective when it targets multiple muscle groups, incorporates a mix of exercises, and promotes overall fitness.",∀x (WorkoutRoutine(x) ∧ TargetsMultipleMuscleGroups(x) ∧ IncorporatesMixOfExercises(x) ∧ PromotesOverallFitness(x) → Effective(x)),∀x (WorkoutRoutine(x) ∧ TargetsMultipleMuscleGroups(x) ∧ IncorporatesMixOfExercises(x) ∧ PromotesOverallFitness(x) → Effective(x)),success,2026-03-26T05:03:34.200460+00:00
933,A car is considered an electric vehicle if it is powered solely by an electric motor and requires charging from an external source.,∀x (Car(x) ∧ PoweredByElectricMotor(x) ∧ RequiresExternalCharging(x) → ElectricVehicle(x)),∀x (Car(x) ∧ PoweredByElectricMotor(x) ∧ RequiresExternalCharging(x) → ElectricVehicle(x)),success,2026-03-26T05:03:34.500896+00:00
934,"A thriving ecosystem depends on a balanced food chain, ample resources, and stable climate conditions.",∀x (Ecosystem(x) ∧ BalancedFoodChain(x) ∧ AmpleResources(x) ∧ StableClimateConditions(x) → Thriving(x)),∀x (Ecosystem(x) ∧ BalancedFoodChain(x) ∧ AmpleResources(x) ∧ StableClimateConditions(x) → Thriving(x)),success,2026-03-26T05:03:34.867066+00:00
935,"A device is a smartphone if it can make calls, send messages, access the internet, and has a touch screen interface.",∀x (Smartphone(x) ↔ (Device(x) ∧ CanMakeCalls(x) ∧ SendMessages(x) ∧ AccessInternet(x) ∧ TouchScreenInterface(x))),∀x (Smartphone(x) ↔ (Device(x) ∧ CanMakeCalls(x) ∧ SendMessages(x) ∧ AccessInternet(x) ∧ TouchScreenInterface(x))),success,2026-03-26T05:03:35.227486+00:00
936,A river flows into the ocean if it connects to a body of saltwater and does not terminate in a lake or reservoir.,"∀x (FlowsIntoOcean(x) ↔ (River(x) ∧ ∃y (Ocean(y) ∧ ConnectsTo(x, y)) ∧ ¬∃z (Lake(z) ∨ Reservoir(z) ∧ TerminatesIn(x, z))))","∀x (FlowsIntoOcean(x) ↔ (River(x) ∧ ∃x1 (Ocean(x1) ∧ ConnectsTo(x, x1)) ∧ ¬∃x2 (Lake(x2) ∨ Reservoir(x2) ∧ TerminatesIn(x, x2))))",success,2026-03-26T05:03:35.734096+00:00
937,A train travels on tracks and is not a car.,∀x (Train(x) → (TravelsOnTracks(x) ∧ ¬Car(x))),∀x (Train(x) → (TravelsOnTracks(x) ∧ Car(x))),success,2026-03-26T05:03:36.198636+00:00
938,A location is a desert if it receives extremely low amounts of precipitation and has a very low population density.,∀x (Location(x) ∧ ExtremelyLowPrecipitation(x) ∧ VeryLowPopulationDensity(x) → Desert(x)),∀x (Location(x) ∧ ExtremelyLowPrecipitation(x) ∧ VeryLowPopulationDensity(x) → Desert(x)),success,2026-03-26T05:03:36.654547+00:00
939,"A dessert made from layers of sponge cake, fruit, and cream is a trifle.",∀x (Dessert(x) ∧ MadeFromSpongeCakeLayers(x) ∧ MadeFromFruit(x) ∧ MadeFromCream(x) → Trifle(x)),∀x (Dessert(x) ∧ MadeFromSpongeCakeLayers(x) ∧ MadeFromFruit(x) ∧ MadeFromCream(x) → Trifle(x)),success,2026-03-26T05:03:37.073572+00:00
940,A telescope is used to observe distant objects in space.,∀x (Telescope(x) → ObservesDistantObjects(x)),∀x1 (Telescope(x1) → ObservesDistantObjects(x1)),success,2026-03-26T05:03:37.464565+00:00
941,A celestial object that orbits a planet and is smaller than a planet is a moon.,∀x (CelestialObject(x) ∧ OrbitsPlanet(x) ∧ SmallerThanPlanet(x) → Moon(x)),∀x (CelestialObject(x) ∧ OrbitsPlanet(x) ∧ SmallerThanPlanet(x) → Moon(x)),success,2026-03-26T05:03:38.044115+00:00
942,"An employee is a good fit for a company if they have relevant skills, adapt well to the company culture, and demonstrate a strong work ethic, without being a source of workplace conflict.","∀x ∀y (Employee(x) ∧ Company(y) ∧ GoodFit(x, y) → ((RelevantSkills(x, y) ∧ AdaptsToCulture(x, y) ∧ StrongWorkEthic(x)) ∧ ¬SourceOfWorkplaceConflict(x, y)))","∀x ∀y (Employee(x) ∧ Company(y) ∧ GoodFit(x, y) → (¬SourceOfWorkplaceConflict(x, y) ∧ (RelevantSkills(x, y) ∧ AdaptsToCulture(x, y) ∧ StrongWorkEthic(x))))",success,2026-03-26T05:03:38.605001+00:00
943,"When a painting is vivid in color, has intricate details, and captures the essence of a subject, it is considered a masterpiece.",∀x (Painting(x) ∧ VividColor(x) ∧ IntricateDetails(x) ∧ CapturesEssenceOfSubject(x) → Masterpiece(x)),∀x (Painting(x) ∧ VividColor(x) ∧ IntricateDetails(x) ∧ CapturesEssenceOfSubject(x) → Masterpiece(x)),success,2026-03-26T05:03:39.009841+00:00
944,Cats chase mice but do not chase elephants.,"∀x (Cat(x) → (∃y (Mouse(y) ∧ Chase(x, y)) ∧ ¬∃z (Elephant(z) ∧ Chase(x, z))))","∀x (Cat(x) → (∃y (Mouse(y) ∧ Chase(x, y)) ∧ ¬∃z (Elephant(z) ∧ Chase(x, z))))",success,2026-03-26T05:03:39.417568+00:00
945,"A concert venue hosts live music performances, showcasing a diverse range of musical genres and providing entertainment for attendees.","∀x∀y∀z (ConcertVenue(x) ∧ HostsLiveMusicPerformances(x, y) ∧ ShowcasesDiverseGenres(y) ∧ MusicalGenres(z) ∧ ProvidesEntertainment(x, z) → EngagesAttendees(z))","∀x∀y∀z (ConcertVenue(x) ∧ HostsLiveMusicPerformances(x, y) ∧ ShowcasesDiverseGenres(y) ∧ MusicalGenres(z) ∧ ProvidesEntertainment(x, z) → EngagesAttendees(z))",success,2026-03-26T05:03:40.037256+00:00
946,A book is deemed a bestseller if it has a high sales volume and receives positive reviews from critics.,∀x (Book(x) ∧ HighSalesVolume(x) ∧ PositiveReviews(x) → Bestseller(x)),∀x (Book(x) ∧ HighSalesVolume(x) ∧ PositiveReviews(x) → Bestseller(x)),success,2026-03-26T05:03:40.433355+00:00
947,A mammal either lays eggs or gives birth to live young.,∀x (Mammal(x) → (LaysEggs(x) ⊕ GivesBirthToLiveYoung(x))),∀x (Mammal(x) → (LaysEggs(x) ∨ GivesBirthToLiveYoung(x))),success,2026-03-26T05:03:40.745539+00:00
948,Some laptops are lightweight or have long battery life.,∃x (Laptop(x) ∧ (Lightweight(x) ∨ LongBatteryLife(x))),∃x (Laptop(x) ∧ (Lightweight(x) ∨ LongBatteryLife(x))),success,2026-03-26T05:03:41.089057+00:00
949,A species is considered endangered if its population declines rapidly and faces a high risk of extinction.,∀x (Species(x) ∧ RapidPopulationDecline(x) ∧ HighRiskOfExtinction(x) → Endangered(x)),∀x (Species(x) ∧ RapidPopulationDecline(x) ∧ HighRiskOfExtinction(x) → Endangered(x)),success,2026-03-26T05:03:41.444211+00:00
950,A person is a journalist if they gather and report news.,∀x (Person(x) ∧ Journalist(x) ↔ GathersAndReportsNews(x)),∀x (Person(x) ∧ Journalist(x) → GathersAndReportsNews(x)),success,2026-03-26T05:03:42.085105+00:00
951,"A laptop is a portable computer, while a desktop is not portable.",∀x∀y (Laptop(x) ∧ Desktop(y) → (Portable(x) ∧ ¬Portable(y))),∀x1∀x2 (Laptop(x1) ∧ Desktop(x2) → (Portable(x1) ∧ ¬Portable(x2))),success,2026-03-26T05:03:42.542766+00:00
952,"A laptop can play videos or browse the internet, but not both, and a desktop can perform both tasks.",∀x ∀y ((Laptop(x) ∧ (PlayVideos(x) ⊕ BrowseInternet(x))) ∧ (Desktop(y) ∧ PlayVideos(y) ∧ BrowseInternet(y))),∀x ∀y ((Laptop(x) ∧ (PlayVideos(x) ⊕ BrowseInternet(x))) ∧ (Desktop(y) ∧ PlayVideos(y) ∨ BrowseInternet(y))),success,2026-03-26T05:03:43.006821+00:00
